timestamp,gate_id,track_id,vehicle_id,confidence
2026-05-20 18:53:27,GATE_NORTH_01,1,8525,0.6527771949768066
2026-05-20 18:53:29,GATE_NORTH_01,2,KW527,0.9953413009643555
2026-05-20 18:53:56,GATE_NORTH_01,21,29,0.5110655426979065
2026-05-20 18:53:57,GATE_NORTH_01,46,K,0.5714686512947083
2026-05-20 18:54:02,GATE_NORTH_01,47,88112,0.6532393097877502
2026-05-20 18:54:06,GATE_NORTH_01,19,OSFS,0.6003933548927307
2026-05-20 18:54:11,GATE_NORTH_01,52,82,0.5893496870994568
2026-05-20 18:54:47,GATE_NORTH_01,87,TAXI,0.8194205164909363
2026-05-20 18:54:50,GATE_NORTH_01,80,3&72,0.6222250461578369
2026-05-20 18:54:53,GATE_NORTH_01,55,8112,0.856921911239624
2026-05-20 18:54:54,GATE_NORTH_01,85,20112,0.7275603413581848
2026-05-20 18:55:12,GATE_NORTH_01,131,Vide,0.8730243444442749
2026-05-20 18:55:23,GATE_NORTH_01,154,112,0.9944078922271729
2026-05-20 18:55:27,GATE_NORTH_01,40,VN,0.9312340021133423
2026-05-20 18:55:29,GATE_NORTH_01,180,72,0.9481031894683838
2026-05-20 18:55:31,GATE_NORTH_01,37,R40,0.5465225577354431
2026-05-20 18:55:46,GATE_NORTH_01,219,8112,0.838463306427002
2026-05-20 18:55:54,GATE_NORTH_01,238,THE,0.6732714176177979
2026-05-20 18:56:00,GATE_NORTH_01,244,8479,0.8921490907669067
2026-05-20 18:56:03,GATE_NORTH_01,249,TE,0.8336228132247925
2026-05-20 18:56:05,GATE_NORTH_01,196,CC435,0.9625892639160156
2026-05-20 18:56:06,GATE_NORTH_01,215,Rt,0.6398879289627075
2026-05-20 18:56:07,GATE_NORTH_01,228,n,0.5670124292373657
2026-05-20 18:56:11,GATE_NORTH_01,251,TE,0.717537522315979
2026-05-20 18:56:13,GATE_NORTH_01,252,AA,0.7553808689117432
2026-05-20 18:56:22,GATE_NORTH_01,240,TAX,0.9501177668571472
2026-05-20 18:56:24,GATE_NORTH_01,267,72,0.9588879346847534
2026-05-20 18:56:37,GATE_NORTH_01,254,78.6433,0.8762558698654175
2026-05-20 18:56:50,GATE_NORTH_01,323,112,0.9963652491569519
2026-05-20 18:56:54,GATE_NORTH_01,347,999,0.6305550932884216
2026-05-20 18:57:18,GATE_NORTH_01,396,Mia,0.5445074439048767
2026-05-20 18:57:20,GATE_NORTH_01,401,11,0.9724406003952026
2026-05-20 18:57:25,GATE_NORTH_01,407,NN 773,0.9236086010932922
2026-05-20 18:57:45,GATE_NORTH_01,464,112,0.9995086789131165
2026-05-20 18:57:56,GATE_NORTH_01,466,CD,0.5682059526443481
2026-05-20 18:58:06,GATE_NORTH_01,487,VO,0.7897728085517883
2026-05-20 18:58:18,GATE_NORTH_01,513,Hdewo,0.528863251209259
2026-05-20 18:58:26,GATE_NORTH_01,535,TAX,0.7934368252754211
2026-05-20 18:58:30,GATE_NORTH_01,538,videv,0.7554827928543091
2026-05-20 18:58:42,GATE_NORTH_01,548,1272,0.530210554599762
2026-05-20 18:58:52,GATE_NORTH_01,578,YA,0.9951132535934448
2026-05-20 18:59:04,GATE_NORTH_01,489,1359,0.7144303917884827
2026-05-20 18:59:06,GATE_NORTH_01,589,1329,0.7697893381118774
2026-05-20 18:59:24,GATE_NORTH_01,623,1329,0.9625053405761719
2026-05-20 18:59:32,GATE_NORTH_01,631,1329,0.9447236061096191
2026-05-20 18:59:34,GATE_NORTH_01,635,329,0.9301484227180481
2026-05-20 18:59:39,GATE_NORTH_01,651,3&72,0.6911590099334717
2026-05-20 18:59:49,GATE_NORTH_01,671,1329,0.8775770664215088
