timestamp,gate_id,track_id,vehicle_id,confidence
2026-05-20 18:22:49,GATE_NORTH_01,1,RSSO,0.5433244705200195
2026-05-20 18:26:09,GATE_NORTH_01,1892,MAL,0.7697286009788513
2026-05-20 18:26:55,GATE_NORTH_01,2306,ALL TIPE O,0.7912101149559021
2026-05-20 18:27:01,GATE_NORTH_01,2311,JUDLAU,0.8858539462089539
2026-05-20 18:27:05,GATE_NORTH_01,2399,UDLAU,0.8783577084541321
2026-05-20 18:27:08,GATE_NORTH_01,2200,ER-1146,0.5663618445396423
2026-05-20 18:27:46,GATE_NORTH_01,2717,ed,0.9379926919937134
2026-05-20 18:27:51,GATE_NORTH_01,2759,FredEFedE,0.7393715977668762
2026-05-20 18:28:08,GATE_NORTH_01,2452,ERVICES,0.782514214515686
2026-05-20 18:28:48,GATE_NORTH_01,2964,385,0.9985424876213074
2026-05-20 18:29:15,GATE_NORTH_01,3227,UAL.,0.5693610906600952
2026-05-20 18:32:21,GATE_NORTH_01,3451,1761096C,0.9667912721633911
2026-05-20 18:33:08,GATE_NORTH_01,4534,M6Z'HD,0.5619550347328186
2026-05-20 18:33:37,GATE_NORTH_01,4567,T6671370,0.8703629970550537
2026-05-20 18:33:43,GATE_NORTH_01,4604,V-9450,0.8258396983146667
2026-05-20 18:34:26,GATE_NORTH_01,4927,330,0.9991326928138733
2026-05-20 18:34:53,GATE_NORTH_01,5681,peora,0.8301838040351868
2026-05-20 18:35:22,GATE_NORTH_01,6029,Peapod,0.9929102063179016
2026-05-20 18:35:25,GATE_NORTH_01,5548,VINISHERS,0.9037275314331055
2026-05-20 18:35:36,GATE_NORTH_01,6054,Peapod,0.9461163878440857
2026-05-20 18:36:28,GATE_NORTH_01,6433,PD),0.7380702495574951
2026-05-20 18:36:34,GATE_NORTH_01,6679,NP,0.9049645662307739
2026-05-20 18:36:44,GATE_NORTH_01,6722,NPDS,0.872150719165802
2026-05-20 18:36:53,GATE_NORTH_01,6741,NPD,0.9915103316307068
2026-05-20 18:37:04,GATE_NORTH_01,6794,PD,0.9729805588722229
2026-05-20 18:37:22,GATE_NORTH_01,6809,NENORVER,0.755121111869812
2026-05-20 18:37:23,GATE_NORTH_01,6424,RER,0.7270018458366394
2026-05-20 18:38:35,GATE_NORTH_01,6893,S90-9AW,0.5288079977035522
2026-05-20 18:38:44,GATE_NORTH_01,6882,ARNY,0.6060371398925781
2026-05-20 18:39:34,GATE_NORTH_01,8262,VA,0.5800947546958923
2026-05-20 18:40:14,GATE_NORTH_01,8119,T,0.8454251885414124
2026-05-20 18:40:15,GATE_NORTH_01,9089,DSE,0.7207944989204407
2026-05-20 18:40:20,GATE_NORTH_01,9126,3,0.5926441550254822
2026-05-20 18:40:26,GATE_NORTH_01,9058,-,0.6659146547317505
2026-05-20 18:41:26,GATE_NORTH_01,9020,T,0.9388323426246643
2026-05-20 18:42:21,GATE_NORTH_01,9588,T,0.9197922945022583
2026-05-20 18:42:30,GATE_NORTH_01,9903,P,0.944936215877533
2026-05-20 18:45:01,GATE_NORTH_01,11049,-,0.7454347610473633
2026-05-20 18:46:19,GATE_NORTH_01,11805,10,0.5420821905136108
2026-05-20 18:46:56,GATE_NORTH_01,11963,IA,0.5603539943695068
2026-05-20 18:47:00,GATE_NORTH_01,12101,clic,0.8866031169891357
2026-05-20 18:47:02,GATE_NORTH_01,11498,clic,0.9670120477676392
2026-05-20 18:49:21,GATE_NORTH_01,12583,30,0.7029906511306763
2026-05-20 18:51:32,GATE_NORTH_01,13760,13,0.9261286854743958
